Crop,District,Year,Month,Price_INR_per_Quintal
Jowar,Kalaburagi,2016,10,2601.83
Jowar,Kalaburagi,2016,11,2605.07
Jowar,Kalaburagi,2016,12,3001.55
Jowar,Kalaburagi,2017,1,3361.03
Jowar,Kalaburagi,2017,2,3189.33
Jowar,Kalaburagi,2017,3,3771.02
Jowar,Kalaburagi,2017,4,2784.24
Jowar,Kalaburagi,2017,5,3008.21
Jowar,Kalaburagi,2017,6,3258.02
Jowar,Kalaburagi,2017,7,3200.95
Jowar,Kalaburagi,2017,8,2826.43
Jowar,Kalaburagi,2017,9,3398.35
Jowar,Kalaburagi,2017,10,2575.98
Jowar,Kalaburagi,2017,11,2650.7
Jowar,Kalaburagi,2017,12,3187.31
Jowar,Kalaburagi,2018,1,3109.54
Jowar,Kalaburagi,2018,2,3620.6
Jowar,Kalaburagi,2018,3,2744.3
Jowar,Kalaburagi,2018,4,3369.78
Jowar,Kalaburagi,2018,5,3306.32
Jowar,Kalaburagi,2018,6,3900.36
Jowar,Kalaburagi,2018,7,3533.61
Jowar,Kalaburagi,2018,8,2547.16
Jowar,Kalaburagi,2018,9,3403.72
Jowar,Kalaburagi,2018,10,2996.38
Jowar,Kalaburagi,2018,11,3529.2
Jowar,Kalaburagi,2018,12,3542.33
Jowar,Kalaburagi,2019,1,3544.88
Jowar,Kalaburagi,2019,2,3172.33
Jowar,Kalaburagi,2019,3,3485.16
Jowar,Kalaburagi,2019,4,3443.41
Jowar,Kalaburagi,2019,5,3267.87
Jowar,Kalaburagi,2019,6,3528.55
Jowar,Kalaburagi,2019,7,2918.83
Jowar,Kalaburagi,2019,8,2917.03
Jowar,Kalaburagi,2019,9,3308.78
Jowar,Kalaburagi,2019,10,3282.16
Jowar,Kalaburagi,2019,11,3306.87
Jowar,Kalaburagi,2019,12,3647.26
Jowar,Kalaburagi,2020,1,3518.09
Jowar,Kalaburagi,2020,2,3614.95
Jowar,Kalaburagi,2020,3,3380.13
Jowar,Kalaburagi,2020,4,3094.75
Jowar,Kalaburagi,2020,5,3289.01
Jowar,Kalaburagi,2020,6,3013.71
Jowar,Kalaburagi,2020,7,3971.54
Jowar,Kalaburagi,2020,8,2915.6
Jowar,Kalaburagi,2020,9,3488.1
Jowar,Kalaburagi,2020,10,2819.37
Jowar,Kalaburagi,2020,11,3617.48
Jowar,Kalaburagi,2020,12,3652.79
Jowar,Kalaburagi,2021,1,3383.21
Jowar,Kalaburagi,2021,2,4004.53
Jowar,Kalaburagi,2021,3,3467.04
Jowar,Kalaburagi,2021,4,3745.28
Jowar,Kalaburagi,2021,5,3329.09
Jowar,Kalaburagi,2021,6,3614.85
Jowar,Kalaburagi,2021,7,3968.13
Jowar,Kalaburagi,2021,8,2972.48
Jowar,Kalaburagi,2021,9,4060.33
Jowar,Kalaburagi,2021,10,3843.06
Jowar,Kalaburagi,2021,11,3462.88
Jowar,Kalaburagi,2021,12,3312.01
Jowar,Kalaburagi,2022,1,3448.48
Jowar,Kalaburagi,2022,2,3799.47
Jowar,Kalaburagi,2022,3,3327.34
Jowar,Kalaburagi,2022,4,3788.27
Jowar,Kalaburagi,2022,5,4002.79
Jowar,Kalaburagi,2022,6,3676.26
Jowar,Kalaburagi,2022,7,3782.88
Jowar,Kalaburagi,2022,8,3989.5
Jowar,Kalaburagi,2022,9,3372.92
Jowar,Kalaburagi,2022,10,4012.99
Jowar,Kalaburagi,2022,11,3017.82
Jowar,Kalaburagi,2022,12,3108.0
Jowar,Kalaburagi,2023,1,3956.08
Jowar,Kalaburagi,2023,2,3394.03
Jowar,Kalaburagi,2023,3,3595.59
Jowar,Kalaburagi,2023,4,4423.47
Jowar,Kalaburagi,2023,5,3398.14
Jowar,Kalaburagi,2023,6,3641.27
Jowar,Kalaburagi,2023,7,3053.93
Jowar,Kalaburagi,2023,8,3871.9
Jowar,Kalaburagi,2023,9,3969.53
Jowar,Kalaburagi,2023,10,3457.86
Jowar,Kalaburagi,2023,11,4002.89
Jowar,Kalaburagi,2023,12,4098.84
Jowar,Kalaburagi,2024,1,4288.27
Jowar,Kalaburagi,2024,2,3325.53
Jowar,Kalaburagi,2024,3,3444.61
Jowar,Kalaburagi,2024,4,3501.62
Jowar,Kalaburagi,2024,5,3165.47
Jowar,Kalaburagi,2024,6,3367.01
Jowar,Kalaburagi,2024,7,3332.41
Jowar,Kalaburagi,2024,8,3666.61
Jowar,Kalaburagi,2024,9,3632.08
Jowar,Kalaburagi,2024,10,3592.57
Jowar,Kalaburagi,2024,11,3723.91
Jowar,Kalaburagi,2024,12,4309.72
Jowar,Kalaburagi,2025,1,3773.19
Jowar,Kalaburagi,2025,2,3414.95
Jowar,Kalaburagi,2025,3,3615.74
Jowar,Kalaburagi,2025,4,4154.28
Jowar,Kalaburagi,2025,5,3392.94
Jowar,Kalaburagi,2025,6,3976.54
Jowar,Kalaburagi,2025,7,4047.99
Jowar,Kalaburagi,2025,8,3818.6
Jowar,Kalaburagi,2025,9,3585.56
Jowar,Kalaburagi,2025,10,4010.86
Jowar,Kalaburagi,2025,11,3542.45
Jowar,Kalaburagi,2025,12,3918.26
Jowar,Bidar,2010,1,2743.76
Jowar,Bidar,2010,2,3063.56
Jowar,Bidar,2010,3,3122.71
Jowar,Bidar,2010,4,2285.31
Jowar,Bidar,2010,5,2483.99
Jowar,Bidar,2010,6,1939.56
Jowar,Bidar,2010,7,2147.41
Jowar,Bidar,2010,8,1936.97
Jowar,Bidar,2010,9,2714.45
Jowar,Bidar,2010,10,2319.89
Jowar,Bidar,2010,11,2914.31
Jowar,Bidar,2010,12,2724.74
Jowar,Bidar,2011,1,3002.13
Jowar,Bidar,2011,2,3091.29
Jowar,Bidar,2011,3,2973.15
Jowar,Bidar,2011,4,2591.88
Jowar,Bidar,2011,5,3200.99
Jowar,Bidar,2011,6,2529.59
Jowar,Bidar,2011,7,2743.8
Jowar,Bidar,2011,8,3005.5
Jowar,Bidar,2011,9,2442.09
Jowar,Bidar,2011,10,2273.27
Jowar,Bidar,2011,11,2439.96
Jowar,Bidar,2011,12,3042.83
Jowar,Bidar,2012,1,2181.71
Jowar,Bidar,2012,2,3113.39
Jowar,Bidar,2012,3,2457.23
Jowar,Bidar,2012,4,2800.08
Jowar,Bidar,2012,5,2322.52
Jowar,Bidar,2012,6,2256.03
Jowar,Bidar,2012,7,2806.79
Jowar,Bidar,2012,8,2934.06
Jowar,Bidar,2012,9,2605.65
Jowar,Bidar,2012,10,2952.34
Jowar,Bidar,2012,11,2938.06
Jowar,Bidar,2012,12,2822.72
Jowar,Bidar,2013,1,2292.9
Jowar,Bidar,2013,2,3197.05
Jowar,Bidar,2013,3,3422.92
Jowar,Bidar,2013,4,2973.71
Jowar,Bidar,2013,5,3024.18
Jowar,Bidar,2013,6,2457.93
Jowar,Bidar,2013,7,3148.42
Jowar,Bidar,2013,8,2435.91
Jowar,Bidar,2013,9,2915.17
Jowar,Bidar,2013,10,3449.35
Jowar,Bidar,2013,11,3141.92
Jowar,Bidar,2013,12,3484.35
Jowar,Bidar,2014,1,2860.53
Jowar,Bidar,2014,2,3472.42
Jowar,Bidar,2014,3,3055.33
Jowar,Bidar,2014,4,2862.34
Jowar,Bidar,2014,5,3271.88
Jowar,Bidar,2014,6,2833.67
Jowar,Bidar,2014,7,2536.62
Jowar,Bidar,2014,8,2972.1
Jowar,Bidar,2014,9,3168.95
Jowar,Bidar,2014,10,2801.89
Jowar,Bidar,2014,11,2929.3
Jowar,Bidar,2014,12,2474.08
Jowar,Bidar,2015,1,2979.41
Jowar,Bidar,2015,2,3456.13
Jowar,Bidar,2015,3,2847.85
Jowar,Bidar,2015,4,2474.66
Jowar,Bidar,2015,5,2972.14
Jowar,Bidar,2015,6,3672.53
Jowar,Bidar,2015,7,3176.96
Jowar,Bidar,2015,8,2357.92
Jowar,Bidar,2015,9,2413.8
Jowar,Bidar,2015,10,3248.79
Jowar,Bidar,2015,11,3155.45
Jowar,Bidar,2015,12,3043.15
Jowar,Bidar,2016,1,3717.91
Jowar,Bidar,2016,2,3392.23
Jowar,Bidar,2016,3,2872.29
Jowar,Bidar,2016,4,3389.29
Jowar,Bidar,2016,5,2597.91
Jowar,Bidar,2016,6,3386.73
Jowar,Bidar,2016,7,2579.61
Jowar,Bidar,2016,8,3301.57
Jowar,Bidar,2016,9,3518.05
Jowar,Bidar,2016,10,3078.58
Jowar,Bidar,2016,11,2771.02
Jowar,Bidar,2016,12,2934.22
Jowar,Bidar,2017,1,2890.19
Jowar,Bidar,2017,2,2662.21
Jowar,Bidar,2017,3,2865.83
Jowar,Bidar,2017,4,3847.82
Jowar,Bidar,2017,5,3825.47
Jowar,Bidar,2017,6,3750.99
Jowar,Bidar,2017,7,3025.27
Jowar,Bidar,2017,8,2689.09
Jowar,Bidar,2017,9,3469.42
Jowar,Bidar,2017,10,3629.4
Jowar,Bidar,2017,11,3598.15
Jowar,Bidar,2017,12,3696.53
Jowar,Bidar,2018,1,3852.83
Jowar,Bidar,2018,2,3898.81
Jowar,Bidar,2018,3,3613.14
Jowar,Bidar,2018,4,3535.98
Jowar,Bidar,2018,5,3909.7
Jowar,Bidar,2018,6,3324.24
Jowar,Bidar,2018,7,3498.71
Jowar,Bidar,2018,8,3546.72
Jowar,Bidar,2018,9,3571.39
Jowar,Bidar,2018,10,2825.69
Jowar,Bidar,2018,11,3380.24
Jowar,Bidar,2018,12,3169.2
Jowar,Bidar,2019,1,3999.46
Jowar,Bidar,2019,2,3643.6
Jowar,Bidar,2019,3,3548.9
Jowar,Bidar,2019,4,2708.81
Jowar,Bidar,2019,5,3583.71
Jowar,Bidar,2019,6,3419.11
Jowar,Bidar,2019,7,3497.76
Jowar,Bidar,2019,8,3505.3
Jowar,Bidar,2019,9,2924.94
Jowar,Bidar,2019,10,3497.61
Jowar,Bidar,2019,11,3395.76
Jowar,Bidar,2019,12,3935.21
Jowar,Bidar,2020,1,3930.98
Jowar,Bidar,2020,2,3251.62
Jowar,Bidar,2020,3,3005.06
Jowar,Bidar,2020,4,3330.07
Jowar,Bidar,2020,5,3103.22
Jowar,Bidar,2020,6,3429.43
Jowar,Bidar,2020,7,3226.38
Jowar,Bidar,2020,8,3578.63
Jowar,Bidar,2020,9,3922.64
Jowar,Bidar,2020,10,3170.62
Jowar,Bidar,2020,11,3125.91
Jowar,Bidar,2020,12,3989.67
Jowar,Bidar,2021,1,3672.31
Jowar,Bidar,2021,2,3961.65
Jowar,Bidar,2021,3,4107.95
Jowar,Bidar,2021,4,3334.19
Jowar,Bidar,2021,5,3150.35
Jowar,Bidar,2021,6,3603.91
Jowar,Bidar,2021,7,3564.73
Jowar,Bidar,2021,8,2938.24
Jowar,Bidar,2021,9,3446.6
Jowar,Bidar,2021,10,3734.08
Jowar,Bidar,2021,11,4128.2
Jowar,Bidar,2021,12,3565.83
Jowar,Bidar,2022,1,3511.29
Jowar,Bidar,2022,2,3800.7
Jowar,Bidar,2022,3,3474.6
Jowar,Bidar,2022,4,3048.66
Jowar,Bidar,2022,5,3953.68
Jowar,Bidar,2022,6,3257.97
Jowar,Bidar,2022,7,3463.96
Jowar,Bidar,2022,8,3138.22
Jowar,Bidar,2022,9,3582.89
Jowar,Bidar,2022,10,3775.16
Jowar,Bidar,2022,11,3929.23
Jowar,Bidar,2022,12,3216.49
Jowar,Bidar,2023,1,4334.12
Jowar,Bidar,2023,2,3945.11
Jowar,Bidar,2023,3,4036.37
Jowar,Bidar,2023,4,4388.15
Jowar,Bidar,2023,5,3216.82
Jowar,Bidar,2023,6,4342.91
Jowar,Bidar,2023,7,3372.43
Jowar,Bidar,2023,8,3650.26
Jowar,Bidar,2023,9,4178.89
Jowar,Bidar,2023,10,4228.53
Jowar,Bidar,2023,11,4219.08
Jowar,Bidar,2023,12,3876.26
Jowar,Bidar,2024,1,3666.21
Jowar,Bidar,2024,2,3414.64
Jowar,Bidar,2024,3,3440.61
Jowar,Bidar,2024,4,4446.37
Jowar,Bidar,2024,5,3575.92
Jowar,Bidar,2024,6,3433.91
Jowar,Bidar,2024,7,3701.51
Jowar,Bidar,2024,8,4381.99
Jowar,Bidar,2024,9,3162.4
Jowar,Bidar,2024,10,3406.04
Jowar,Bidar,2024,11,3143.81
Jowar,Bidar,2024,12,3483.24
Jowar,Bidar,2025,1,4184.6
Jowar,Bidar,2025,2,3917.08
Jowar,Bidar,2025,3,3324.17
Jowar,Bidar,2025,4,3690.74
Jowar,Bidar,2025,5,4491.81
Jowar,Bidar,2025,6,3316.77
Jowar,Bidar,2025,7,3248.38
Jowar,Bidar,2025,8,4392.53
Jowar,Bidar,2025,9,4043.49
Jowar,Bidar,2025,10,4550.77
Jowar,Bidar,2025,11,4185.91
Jowar,Bidar,2025,12,4204.8
Jowar,Vijayapura,2010,1,3268.52
Jowar,Vijayapura,2010,2,3252.69
Jowar,Vijayapura,2010,3,3216.57
Jowar,Vijayapura,2010,4,2777.19
Jowar,Vijayapura,2010,5,2555.28
Jowar,Vijayapura,2010,6,2379.6
Jowar,Vijayapura,2010,7,2782.34
Jowar,Vijayapura,2010,8,2182.58
Jowar,Vijayapura,2010,9,2733.09
Jowar,Vijayapura,2010,10,2872.12
Jowar,Vijayapura,2010,11,2469.59
Jowar,Vijayapura,2010,12,2554.46
Jowar,Vijayapura,2011,1,2387.31
Jowar,Vijayapura,2011,2,3245.21
Jowar,Vijayapura,2011,3,2475.16
Jowar,Vijayapura,2011,4,2624.11
Jowar,Vijayapura,2011,5,3186.02
Jowar,Vijayapura,2011,6,2882.96
Jowar,Vijayapura,2011,7,2642.19
Jowar,Vijayapura,2011,8,2410.7
Jowar,Vijayapura,2011,9,2200.24
Jowar,Vijayapura,2011,10,3038.26
Jowar,Vijayapura,2011,11,3079.41
Jowar,Vijayapura,2011,12,2451.74
Jowar,Vijayapura,2012,1,2688.04
Jowar,Vijayapura,2012,2,2230.47
Jowar,Vijayapura,2012,3,2735.34
Jowar,Vijayapura,2012,4,2894.81
Jowar,Vijayapura,2012,5,2598.25
Jowar,Vijayapura,2012,6,2921.65
Jowar,Vijayapura,2012,7,2675.52
Jowar,Vijayapura,2012,8,3017.33
Jowar,Vijayapura,2012,9,2117.36
Jowar,Vijayapura,2012,10,2234.21
Jowar,Vijayapura,2012,11,2308.27
Jowar,Vijayapura,2012,12,2605.7
Jowar,Vijayapura,2013,1,2704.29
Jowar,Vijayapura,2013,2,3067.58
Jowar,Vijayapura,2013,3,2435.67
Jowar,Vijayapura,2013,4,3439.34
Jowar,Vijayapura,2013,5,2442.01
Jowar,Vijayapura,2013,6,3015.63
Jowar,Vijayapura,2013,7,3077.37
Jowar,Vijayapura,2013,8,2628.66
Jowar,Vijayapura,2013,9,2532.84
Jowar,Vijayapura,2013,10,2716.59
Jowar,Vijayapura,2013,11,3424.0
Jowar,Vijayapura,2013,12,2622.86
Jowar,Vijayapura,2014,1,2824.98
Jowar,Vijayapura,2014,2,2579.44
Jowar,Vijayapura,2014,3,3420.14
Jowar,Vijayapura,2014,4,2955.71
Jowar,Vijayapura,2014,5,3504.74
Jowar,Vijayapura,2014,6,2991.12
Jowar,Vijayapura,2014,7,2867.34
Jowar,Vijayapura,2014,8,3000.57
Jowar,Vijayapura,2014,9,3354.9
Jowar,Vijayapura,2014,10,3176.85
Jowar,Vijayapura,2014,11,2897.21
Jowar,Vijayapura,2014,12,2688.79
Jowar,Vijayapura,2015,1,3451.55
Jowar,Vijayapura,2015,2,3605.87
Jowar,Vijayapura,2015,3,3740.45
Jowar,Vijayapura,2015,4,3325.26
Jowar,Vijayapura,2015,5,2794.18
Jowar,Vijayapura,2015,6,3051.63
Jowar,Vijayapura,2015,7,3371.02
Jowar,Vijayapura,2015,8,2890.9
Jowar,Vijayapura,2015,9,3390.12
Jowar,Vijayapura,2015,10,2529.6
Jowar,Vijayapura,2015,11,3537.53
Jowar,Vijayapura,2015,12,3284.09
Jowar,Vijayapura,2016,1,3258.3
Jowar,Vijayapura,2016,2,3789.02
Jowar,Vijayapura,2016,3,2985.18
Jowar,Vijayapura,2016,4,3025.32
Jowar,Vijayapura,2016,5,3187.61
Jowar,Vijayapura,2016,6,3646.62
Jowar,Vijayapura,2016,7,2741.78
Jowar,Vijayapura,2016,8,2677.68
Jowar,Vijayapura,2016,9,3625.86
Jowar,Vijayapura,2016,10,3374.62
Jowar,Vijayapura,2016,11,3543.03
Jowar,Vijayapura,2016,12,2546.46
Jowar,Vijayapura,2017,1,3015.23
Jowar,Vijayapura,2017,2,2765.8
Jowar,Vijayapura,2017,3,3220.65
Jowar,Vijayapura,2017,4,3323.94
Jowar,Vijayapura,2017,5,3119.32
Jowar,Vijayapura,2017,6,3405.01
Jowar,Vijayapura,2017,7,3192.43
Jowar,Vijayapura,2017,8,3815.33
Jowar,Vijayapura,2017,9,3129.43
Jowar,Vijayapura,2017,10,3168.4
Jowar,Vijayapura,2017,11,3289.22
Jowar,Vijayapura,2017,12,2568.79
Jowar,Vijayapura,2018,1,3810.19
Jowar,Vijayapura,2018,2,3205.25
Jowar,Vijayapura,2018,3,3740.36
Jowar,Vijayapura,2018,4,2668.76
Jowar,Vijayapura,2018,5,3798.14
Jowar,Vijayapura,2018,6,3841.87
Jowar,Vijayapura,2018,7,3555.33
Jowar,Vijayapura,2018,8,3690.21
Jowar,Vijayapura,2018,9,2916.33
Jowar,Vijayapura,2018,10,3792.81
Jowar,Vijayapura,2018,11,3507.31
Jowar,Vijayapura,2018,12,3465.06
Jowar,Vijayapura,2019,1,3381.59
Jowar,Vijayapura,2019,2,2808.56
Jowar,Vijayapura,2019,3,3834.26
Jowar,Vijayapura,2019,4,2968.98
Jowar,Vijayapura,2019,5,3325.8
Jowar,Vijayapura,2019,6,2874.57
Jowar,Vijayapura,2019,7,3461.23
Jowar,Vijayapura,2019,8,3032.59
Jowar,Vijayapura,2019,9,3571.56
Jowar,Vijayapura,2019,10,2758.52
Jowar,Vijayapura,2019,11,2992.41
Jowar,Vijayapura,2019,12,2975.18
Jowar,Vijayapura,2020,1,3172.79
Jowar,Vijayapura,2020,2,3686.94
Jowar,Vijayapura,2020,3,4112.96
Jowar,Vijayapura,2020,4,3084.63
Jowar,Vijayapura,2020,5,4115.06
Jowar,Vijayapura,2020,6,3003.51
Jowar,Vijayapura,2020,7,3507.74
Jowar,Vijayapura,2020,8,3730.32
Jowar,Vijayapura,2020,9,3052.32
Jowar,Vijayapura,2020,10,3564.14
Jowar,Vijayapura,2020,11,2901.51
Jowar,Vijayapura,2020,12,3494.34
Jowar,Vijayapura,2021,1,3335.82
Jowar,Vijayapura,2021,2,3955.84
Jowar,Vijayapura,2021,3,3201.69
Jowar,Vijayapura,2021,4,3460.35
Jowar,Vijayapura,2021,5,4100.61
Jowar,Vijayapura,2021,6,4146.04
Jowar,Vijayapura,2021,7,2919.41
Jowar,Vijayapura,2021,8,3350.01
Jowar,Vijayapura,2021,9,3627.23
Jowar,Vijayapura,2021,10,3837.46
Jowar,Vijayapura,2021,11,3078.9
Jowar,Vijayapura,2021,12,3321.1
Jowar,Vijayapura,2022,1,3156.22
Jowar,Vijayapura,2022,2,4216.79
Jowar,Vijayapura,2022,3,3629.01
Jowar,Vijayapura,2022,4,4166.53
Jowar,Vijayapura,2022,5,4314.43
Jowar,Vijayapura,2022,6,3820.98
Jowar,Vijayapura,2022,7,3771.06
Jowar,Vijayapura,2022,8,3338.3
Jowar,Vijayapura,2022,9,4024.93
Jowar,Vijayapura,2022,10,3668.39
Jowar,Vijayapura,2022,11,3893.56
Jowar,Vijayapura,2022,12,3073.71
Jowar,Vijayapura,2023,1,3186.75
Jowar,Vijayapura,2023,2,3486.56
Jowar,Vijayapura,2023,3,3505.64
Jowar,Vijayapura,2023,4,3812.83
Jowar,Vijayapura,2023,5,3461.97
Jowar,Vijayapura,2023,6,3451.84
Jowar,Vijayapura,2023,7,3638.92
Jowar,Vijayapura,2023,8,3745.9
Jowar,Vijayapura,2023,9,3052.27
Jowar,Vijayapura,2023,10,3645.78
Jowar,Vijayapura,2023,11,4079.29
Jowar,Vijayapura,2023,12,3822.61
Jowar,Vijayapura,2024,1,4319.2
Jowar,Vijayapura,2024,2,3733.88
Jowar,Vijayapura,2024,3,3800.3
Jowar,Vijayapura,2024,4,3690.81
Jowar,Vijayapura,2024,5,4050.3
Jowar,Vijayapura,2024,6,4147.23
Jowar,Vijayapura,2024,7,3806.56
Jowar,Vijayapura,2024,8,3056.1
Jowar,Vijayapura,2024,9,4274.83
Jowar,Vijayapura,2024,10,3429.69
Jowar,Vijayapura,2024,11,3710.54
Jowar,Vijayapura,2024,12,3765.43
Jowar,Vijayapura,2025,1,3407.16
Jowar,Vijayapura,2025,2,3456.88
Jowar,Vijayapura,2025,3,4009.04
Jowar,Vijayapura,2025,4,3665.14
Jowar,Vijayapura,2025,5,4049.86
Jowar,Vijayapura,2025,6,4338.7
Jowar,Vijayapura,2025,7,3659.02
Jowar,Vijayapura,2025,8,3161.7
Jowar,Vijayapura,2025,9,4242.97
Jowar,Vijayapura,2025,10,4041.14
Jowar,Vijayapura,2025,11,4221.08
Jowar,Vijayapura,2025,12,3919.96
Jowar,Bagalkot,2010,1,2637.83
Jowar,Bagalkot,2010,2,3162.69
Jowar,Bagalkot,2010,3,2942.68
Jowar,Bagalkot,2010,4,3199.94
Jowar,Bagalkot,2010,5,2553.33
Jowar,Bagalkot,2010,6,3191.17
Jowar,Bagalkot,2010,7,2961.35
Jowar,Bagalkot,2010,8,3036.74
Jowar,Bagalkot,2010,9,2770.59
Jowar,Bagalkot,2010,10,2466.59
Jowar,Bagalkot,2010,11,3234.89
Jowar,Bagalkot,2010,12,3140.2
Jowar,Bagalkot,2011,1,2816.25
Jowar,Bagalkot,2011,2,2190.62
Jowar,Bagalkot,2011,3,2228.41
Jowar,Bagalkot,2011,4,3337.82
Jowar,Bagalkot,2011,5,3385.65
Jowar,Bagalkot,2011,6,2895.78
Jowar,Bagalkot,2011,7,2509.82
Jowar,Bagalkot,2011,8,2838.26
Jowar,Bagalkot,2011,9,3249.71
Jowar,Bagalkot,2011,10,2073.48
Jowar,Bagalkot,2011,11,2486.67
Jowar,Bagalkot,2011,12,2870.82
Jowar,Bagalkot,2012,1,2343.62
Jowar,Bagalkot,2012,2,3055.25
Jowar,Bagalkot,2012,3,3240.97
Jowar,Bagalkot,2012,4,2778.95
Jowar,Bagalkot,2012,5,2930.64
Jowar,Bagalkot,2012,6,2341.76
Jowar,Bagalkot,2012,7,2817.05
Jowar,Bagalkot,2012,8,2165.26
Jowar,Bagalkot,2012,9,2352.09
Jowar,Bagalkot,2012,10,3441.5
Jowar,Bagalkot,2012,11,3168.61
Jowar,Bagalkot,2012,12,2982.44
Jowar,Bagalkot,2013,1,3025.34
Jowar,Bagalkot,2013,2,2566.94
Jowar,Bagalkot,2013,3,2725.54
Jowar,Bagalkot,2013,4,2838.31
Jowar,Bagalkot,2013,5,3095.75
Jowar,Bagalkot,2013,6,2879.38
Jowar,Bagalkot,2013,7,3408.9
Jowar,Bagalkot,2013,8,2837.17
Jowar,Bagalkot,2013,9,2268.36
Jowar,Bagalkot,2013,10,3600.95
Jowar,Bagalkot,2013,11,2596.9
Jowar,Bagalkot,2013,12,2464.3
Jowar,Bagalkot,2014,1,3212.91
Jowar,Bagalkot,2014,2,3082.14
Jowar,Bagalkot,2014,3,3660.66
Jowar,Bagalkot,2014,4,2436.49
Jowar,Bagalkot,2014,5,3416.03
Jowar,Bagalkot,2014,6,2787.17
Jowar,Bagalkot,2014,7,3151.74
Jowar,Bagalkot,2014,8,2710.35
Jowar,Bagalkot,2014,9,3149.12
Jowar,Bagalkot,2014,10,3195.82
Jowar,Bagalkot,2014,11,3109.88
Jowar,Bagalkot,2014,12,3588.84
Jowar,Bagalkot,2015,1,2516.97
Jowar,Bagalkot,2015,2,3123.72
Jowar,Bagalkot,2015,3,3254.98
Jowar,Bagalkot,2015,4,3199.3
Jowar,Bagalkot,2015,5,2700.03
Jowar,Bagalkot,2015,6,3214.2
Jowar,Bagalkot,2015,7,2702.46
Jowar,Bagalkot,2015,8,2598.64
Jowar,Bagalkot,2015,9,3186.37
Jowar,Bagalkot,2015,10,3385.14
Jowar,Bagalkot,2015,11,2354.62
Jowar,Bagalkot,2015,12,3479.57
Jowar,Bagalkot,2016,1,3365.76
Jowar,Bagalkot,2016,2,2826.04
Jowar,Bagalkot,2016,3,2984.41
Jowar,Bagalkot,2016,4,3259.12
Jowar,Bagalkot,2016,5,3762.43
Jowar,Bagalkot,2016,6,3047.89
Jowar,Bagalkot,2016,7,3636.49
Jowar,Bagalkot,2016,8,2457.56
Jowar,Bagalkot,2016,9,2886.63
Jowar,Bagalkot,2016,10,2957.16
Jowar,Bagalkot,2016,11,3046.11
Jowar,Bagalkot,2016,12,2718.08
Jowar,Bagalkot,2017,1,3222.05
Jowar,Bagalkot,2017,2,3442.45
Jowar,Bagalkot,2017,3,2649.64
Jowar,Bagalkot,2017,4,3249.45
Jowar,Bagalkot,2017,5,2959.18
Jowar,Bagalkot,2017,6,2590.8
Jowar,Bagalkot,2017,7,3595.94
Jowar,Bagalkot,2017,8,3722.29
Jowar,Bagalkot,2017,9,3134.06
Jowar,Bagalkot,2017,10,3028.27
Jowar,Bagalkot,2017,11,3321.62
Jowar,Bagalkot,2017,12,3453.34
Jowar,Bagalkot,2018,1,3088.0
Jowar,Bagalkot,2018,2,3680.21
Jowar,Bagalkot,2018,3,3180.85
Jowar,Bagalkot,2018,4,3885.9
Jowar,Bagalkot,2018,5,3623.05
Jowar,Bagalkot,2018,6,3329.79
Jowar,Bagalkot,2018,7,2552.04
Jowar,Bagalkot,2018,8,3092.74
Jowar,Bagalkot,2018,9,3212.45
Jowar,Bagalkot,2018,10,3450.4
Jowar,Bagalkot,2018,11,2608.17
Jowar,Bagalkot,2018,12,2764.21
Jowar,Bagalkot,2019,1,2814.81
Jowar,Bagalkot,2019,2,2967.57
Jowar,Bagalkot,2019,3,3867.81
Jowar,Bagalkot,2019,4,3084.68
Jowar,Bagalkot,2019,5,3052.15
Jowar,Bagalkot,2019,6,3257.82
Jowar,Bagalkot,2019,7,3599.14
Jowar,Bagalkot,2019,8,2703.63
Jowar,Bagalkot,2019,9,3299.91
Jowar,Bagalkot,2019,10,3750.75
Jowar,Bagalkot,2019,11,3052.41
Jowar,Bagalkot,2019,12,3397.22
Jowar,Bagalkot,2020,1,3149.42
Jowar,Bagalkot,2020,2,2881.86
Jowar,Bagalkot,2020,3,4039.92
Jowar,Bagalkot,2020,4,3698.75
Jowar,Bagalkot,2020,5,3459.99
Jowar,Bagalkot,2020,6,4107.88
Jowar,Bagalkot,2020,7,3363.16
Jowar,Bagalkot,2020,8,3225.24
Jowar,Bagalkot,2020,9,4030.49
Jowar,Bagalkot,2020,10,3914.51
Jowar,Bagalkot,2020,11,3867.05
Jowar,Bagalkot,2020,12,3181.96
Jowar,Bagalkot,2021,1,4093.63
Jowar,Bagalkot,2021,2,4183.25
Jowar,Bagalkot,2021,3,3899.55
Jowar,Bagalkot,2021,4,3813.48
Jowar,Bagalkot,2021,5,4183.13
Jowar,Bagalkot,2021,6,3780.11
Jowar,Bagalkot,2021,7,4213.2
Jowar,Bagalkot,2021,8,3974.79
Jowar,Bagalkot,2021,9,2802.93
Jowar,Bagalkot,2021,10,3291.52
Jowar,Bagalkot,2021,11,3753.56
Jowar,Bagalkot,2021,12,3271.66
Jowar,Bagalkot,2022,1,3272.61
Jowar,Bagalkot,2022,2,3616.84
Jowar,Bagalkot,2022,3,3113.71
Jowar,Bagalkot,2022,4,4080.42
Jowar,Bagalkot,2022,5,4116.58
Jowar,Bagalkot,2022,6,3874.74
Jowar,Bagalkot,2022,7,3161.76
Jowar,Bagalkot,2022,8,3296.71
